编号,日期,客户编号,客户账号,咨询类型,广告帖子编号,引流账号 / 私信账号,负责人,销售名片,微信添加状态,咨询时间,回复时间,响应时间,关键词,网络地址地区,点击次数
146,2026-05-10,CUS0092,USER_0092,主动咨询,,ACC001,Sofia_Sales,已发送,已添加,5月10日 17:30,2026/05/10 17:48,18,零基础,澳大利亚,2
323,02/22/2026,CUS0207, user_0207 ,回访,,ACC004,Leo_Sales,已发送,已添加,2026/02/22 15:00,2026/02/22 22:43,463,零基础,美国,4
73,2025/11/02,CUS0049,user_0049,主动咨询,POST0093,ACC002,Sofia_Sales,发送,已添加,2025-11-02 17:00,2025-11-02 18:07,67,小孩课程,美国,3
222,2026-04-15,CUS0137,user_0137,主动评论,POST0042,ACC003,Leo_Sales,已发送,未添加,2026/04/15 14:40,2026-04-15 15:05,25,小孩课程,美国,2
129,2026-03-10,CUS0082,user_0082,回访,POST0076,ACC002,Sofia_Sales,已发送,已添加,2026-03-10 11:30,2026-03-10 12:01,31,DELE,新加坡,1
372,2025-09-15,,user_0238,回访,POST0005,ACC003,Mia_Sales,未发送,待添加,2025-09-15 19:10,2025-09-15 19:40,30,小孩课程,英国,4
191,2026年5月12日,CUS0120,@user_0120,主动评论,,ACC004,Sofia_Sales,发送,已添加,2026/05/12 09:10,5月12日 9:28,18,零基础,新加坡,4
328,2026-02-09,CUS0210,user_0210,主动咨询,POST0095,ACC003,Mia_Sales,已发送,已添加,2026-02-09 20:20,2026-02-09 20:36,16,B2,澳大利亚,4
374,10/17/2025,CUS0240,user_0240,主动评论,POST0091,ACC002,Mia_Sales,未发送,未添加,2025-10-17 14:10,2025-10-17 14:30,20,B2,德国,3
314,2026/05/07,CUS0200,user_0200,被动私信,POST0088,ACC001,Leo_Sales,发送,已添加,2026-05-07 09:20,2026/05/07 09:36,16,B2,德国,4
103,2026/05/11,CUS0068, user_0068 ,主动咨询,POST0109,ACC001,LEO_SALES,已发送,已添加,5月11日 20:50,2026/05/11 20:58,8,零基础,中国,3
287,2026年6月18日,,user_0181,主动咨询,POST0090,ACC004,Mia_Sales,发送,已添加,2026-06-18 15:10,6月18日 15:29,19,留学,德国,3
165,2025年12月8日,CUS0106,user_0106,回访,,ACC004,Leo_Sales,已发送,已添加,12月8日 16:20,2025-12-08 16:58,38,小孩课程,新加坡,3
